transaction_amount,hour_of_day,account_age_days,num_txn_last_24h,num_failed_txn_last_24h,distance_from_usual_km,transaction_type,merchant_category,device_type,is_new_payee,risk_label
7652.65,14,4739,1,2,1.18,P2P,Fuel,Android,No,fraud
772.47,11,3412,1,0,0.31,Merchant,Electronics,Android,No,suspicious
2929.45,18,4823,9,0,1.36,P2P,Jewelry,iOS,No,fraud
4421.79,0,3770,2,0,3.92,P2P,Jewelry,Android,No,fraud
1463.64,13,2371,4,0,0.54,Merchant,Electronics,Android,No,suspicious
4219.67,6,422,5,1,1.03,Merchant,Groceries,Android,Yes,fraud
1149.21,0,1203,2,0,4.92,P2P,Jewelry,Android,No,suspicious
1866.7,11,3571,2,0,28.34,P2P,Travel,iOS,No,suspicious
6566.68,6,4722,3,1,1.91,P2P,Jewelry,iOS,No,fraud
967.16,4,1552,2,1,0.35,P2P,Electronics,Android,Yes,fraud
665.04,21,2526,6,2,2.53,P2P,Electronics,iOS,No,fraud
1000.34,7,1406,3,0,0.99,P2P,Electronics,iOS,No,suspicious
7453.17,13,1578,2,0,0.37,P2P,Fuel,iOS,No,suspicious
1408.19,12,1139,7,0,6.76,BillPay,Travel,Android,No,suspicious
1835.08,22,371,6,0,1.04,P2P,Electronics,Android,No,fraud
1338.96,4,134,5,0,23.43,P2P,Electronics,Android,Yes,fraud
4544.27,11,485,4,1,1.62,BillPay,Travel,iOS,Yes,fraud
3410.03,7,2504,5,0,7.27,Merchant,Jewelry,Android,No,suspicious
6577.82,9,4640,2,0,8.3,P2P,Jewelry,Android,No,suspicious
3812.8,12,186,3,0,1.44,Merchant,Groceries,Android,No,suspicious
2896.4,20,1564,2,0,6.0,BillPay,Travel,Android,No,suspicious
423.66,1,1469,2,2,2.35,P2P,Travel,iOS,No,fraud
3872.42,23,1285,3,0,0.06,Merchant,Groceries,Android,No,suspicious
1802.18,15,1569,8,1,0.71,P2P,Groceries,Android,No,fraud
1226.71,17,2188,5,1,3.94,P2P,Electronics,Unknown,Yes,fraud
1551.35,4,1684,2,0,0.17,P2P,Electronics,Android,No,suspicious
428.32,8,2570,5,0,2.85,Merchant,Fuel,Android,No,suspicious
1478.41,5,4008,5,0,0.65,Merchant,Groceries,Unknown,No,fraud
5823.25,14,4700,2,1,0.23,P2P,Electronics,iOS,No,fraud
431.33,11,3148,6,0,1.01,P2P,Electronics,Android,Yes,fraud
1936.53,3,1729,4,0,0.66,BillPay,Electronics,Android,No,fraud
2334.0,7,1130,5,0,0.08,P2P,Travel,iOS,Yes,suspicious
1033.71,18,3037,2,0,1.63,P2P,Fuel,Unknown,No,suspicious
4425.63,23,2585,4,0,12.47,P2P,Jewelry,iOS,No,suspicious
1369.19,16,853,0,1,2.49,Merchant,Electronics,iOS,No,suspicious
447.59,0,2209,2,0,3.27,Merchant,Groceries,Android,No,suspicious
1033.01,19,4430,1,0,6.76,P2P,Fuel,Android,No,safe
585.58,16,301,6,0,4.76,P2P,Groceries,Android,Yes,suspicious
1507.35,7,2268,2,0,3.69,P2P,Travel,Android,Yes,suspicious
613.42,11,3163,1,0,1.37,BillPay,Groceries,iOS,Yes,suspicious
459.41,0,3151,3,0,5.21,Merchant,Groceries,Android,Yes,suspicious
2087.36,11,990,5,2,1.13,Merchant,Jewelry,Android,No,fraud
4283.4,2,896,5,1,9.22,Merchant,Groceries,Android,Yes,fraud
1143.58,14,4072,6,0,7.45,Merchant,Fuel,iOS,Yes,suspicious
745.47,19,4924,4,1,1.12,P2P,Travel,Android,No,suspicious
986.15,18,3166,2,0,8.83,Merchant,Groceries,Android,No,safe
5936.43,17,374,3,1,1.63,BillPay,Travel,iOS,No,fraud
205.48,0,1531,2,0,2.72,P2P,Jewelry,Android,No,suspicious
1985.15,3,1148,3,0,0.52,P2P,Groceries,iOS,No,suspicious
1110.58,5,3748,4,1,0.65,Merchant,Jewelry,iOS,No,fraud
1080.2,17,2043,0,0,0.21,P2P,Fuel,iOS,No,safe
1901.54,14,3346,1,1,10.38,Merchant,Jewelry,Android,No,fraud
7990.57,14,4002,1,0,0.68,P2P,Jewelry,Android,No,suspicious
5289.31,8,4942,3,1,6.8,BillPay,Groceries,iOS,No,fraud
1744.99,23,4171,4,0,1.07,BillPay,Travel,Android,No,suspicious
622.87,4,2393,3,1,3.09,P2P,Groceries,Android,No,fraud
2362.06,15,3098,4,0,5.89,P2P,Travel,Android,No,suspicious
626.76,8,1334,0,0,5.71,P2P,Electronics,Android,Yes,suspicious
8682.54,2,3276,4,0,6.12,P2P,Travel,Android,Yes,fraud
400.69,14,3548,6,2,4.71,Merchant,Fuel,Android,Yes,fraud
4026.02,8,1128,5,0,6.58,BillPay,Groceries,Android,No,suspicious
1501.07,11,1945,4,0,7.14,Merchant,Travel,iOS,No,suspicious
355.25,8,1462,5,0,1.45,BillPay,Electronics,Android,No,suspicious
889.35,21,4058,4,0,1.51,BillPay,Jewelry,Android,No,suspicious
649.0,8,2520,1,0,3.24,Merchant,Fuel,Android,Yes,suspicious
702.28,12,4866,9,0,0.59,P2P,Electronics,Android,No,fraud
2336.13,17,2933,5,0,4.03,P2P,Electronics,iOS,Yes,fraud
1784.77,3,408,4,1,1.99,P2P,Travel,Android,No,fraud
1279.54,23,66,5,0,4.0,Merchant,Fuel,Android,Yes,fraud
417.01,18,4724,5,2,2.63,Merchant,Travel,Android,Yes,fraud
1437.24,0,2945,2,0,1.23,P2P,Travel,Android,No,suspicious
276.28,18,293,1,0,1.62,Merchant,Electronics,Android,No,suspicious
1920.98,10,1946,2,0,3.36,P2P,Travel,Android,No,suspicious
3769.7,13,4197,5,0,4.71,P2P,Travel,Android,No,suspicious
12609.15,12,1539,4,0,1.85,P2P,Groceries,Android,No,suspicious
274.28,10,323,4,0,4.46,P2P,Electronics,Android,Yes,suspicious
3753.09,6,1004,0,1,12.53,P2P,Travel,Android,No,suspicious
3136.82,0,4711,2,0,1.93,BillPay,Electronics,iOS,Yes,fraud
569.27,22,3607,3,0,4.6,P2P,Groceries,Android,No,safe
1419.76,1,3203,2,0,0.58,P2P,Jewelry,iOS,No,suspicious
3279.36,17,2816,0,0,8.33,P2P,Jewelry,iOS,No,suspicious
3446.12,5,1080,1,0,0.08,P2P,Electronics,Android,Yes,suspicious
607.05,20,4879,2,0,1.48,BillPay,Groceries,Android,No,safe
710.39,9,1628,4,2,0.61,Merchant,Travel,iOS,Yes,fraud
255.21,9,3625,3,0,4.68,P2P,Travel,Android,Yes,suspicious
809.83,4,4594,1,1,2.39,Merchant,Electronics,Unknown,No,fraud
426.23,12,1119,1,0,0.06,Merchant,Fuel,Android,No,safe
4636.54,4,3713,3,1,15.21,Merchant,Groceries,Unknown,Yes,fraud
6992.66,23,798,2,0,1.32,Merchant,Fuel,Android,No,suspicious
2809.91,12,190,4,0,15.74,Merchant,Electronics,Android,Yes,fraud
1697.28,4,1739,2,2,14.16,BillPay,Travel,Android,No,fraud
1960.63,19,787,3,0,2.06,P2P,Electronics,Android,No,suspicious
4349.74,4,4376,2,0,1.37,P2P,Groceries,Android,No,suspicious
7624.65,21,1495,1,1,1.59,Merchant,Electronics,iOS,Yes,fraud
1736.98,16,3028,1,0,1.69,Merchant,Groceries,iOS,No,safe
2067.84,11,3958,2,0,8.93,P2P,Groceries,Android,No,suspicious
1220.78,0,342,1,1,10.1,P2P,Travel,iOS,No,suspicious
3627.65,3,2606,4,0,0.59,P2P,Electronics,iOS,Yes,fraud
892.73,14,270,3,0,0.58,BillPay,Groceries,iOS,No,suspicious
221.81,6,3647,4,0,5.95,P2P,Travel,Android,Yes,suspicious
540.92,20,4343,3,1,12.05,Merchant,Fuel,Android,No,suspicious
5950.76,15,3727,0,0,3.11,P2P,Groceries,iOS,Yes,suspicious
1332.37,21,2596,4,1,5.14,Merchant,Electronics,Android,Yes,fraud
65.3,0,3048,0,0,1.32,Merchant,Travel,iOS,No,safe
5979.33,7,2332,1,0,0.7,P2P,Electronics,iOS,No,suspicious
1172.79,0,363,0,0,0.72,P2P,Fuel,Unknown,No,suspicious
797.86,3,539,6,1,3.15,BillPay,Groceries,Unknown,No,fraud
1714.68,21,4737,7,0,1.26,P2P,Fuel,iOS,No,suspicious
335.66,20,3440,1,2,4.63,P2P,Groceries,iOS,Yes,fraud
5374.77,4,2994,2,1,1.24,P2P,Fuel,Android,No,fraud
943.37,21,2849,3,0,0.51,P2P,Travel,iOS,No,suspicious
1771.49,4,4054,6,0,1.19,P2P,Groceries,Android,No,suspicious
2536.18,11,3490,1,0,0.91,Merchant,Fuel,Android,No,safe
5736.01,15,3723,1,0,3.83,Merchant,Groceries,iOS,No,suspicious
813.82,22,3104,2,0,9.61,Merchant,Jewelry,Android,No,suspicious
9911.29,2,4243,4,1,12.85,Merchant,Groceries,iOS,No,fraud
3394.03,22,1518,2,0,1.59,P2P,Groceries,iOS,No,suspicious
3285.38,0,1821,5,1,28.31,Merchant,Travel,Android,Yes,fraud
1814.45,5,1588,5,0,6.11,Merchant,Electronics,iOS,No,suspicious
2161.05,23,1892,5,0,4.17,Merchant,Groceries,Android,No,suspicious
4313.78,6,3331,1,0,0.85,Merchant,Fuel,iOS,No,suspicious
834.72,1,1643,2,1,2.67,P2P,Jewelry,iOS,No,fraud
79.88,0,3902,4,1,5.73,BillPay,Travel,Android,No,suspicious
2390.85,17,2552,3,0,3.1,P2P,Jewelry,Android,No,suspicious
1968.39,9,1919,2,1,17.93,P2P,Travel,Android,No,suspicious
1244.23,15,1879,6,1,9.01,P2P,Groceries,Android,No,fraud
698.42,11,3141,1,1,2.0,Merchant,Electronics,Android,No,suspicious
5244.79,10,4347,4,1,3.55,Merchant,Fuel,Android,No,fraud
1766.62,16,2245,1,0,2.25,P2P,Fuel,iOS,Yes,suspicious
2434.26,15,2995,3,0,0.51,P2P,Electronics,Android,No,suspicious
2199.39,9,296,3,2,6.41,P2P,Electronics,Android,No,fraud
2009.19,4,2434,4,0,2.34,Merchant,Jewelry,Android,No,fraud
243.49,23,859,1,0,12.1,Merchant,Fuel,Android,No,safe
1016.31,19,1059,3,0,2.74,Merchant,Electronics,iOS,No,suspicious
892.03,20,1126,1,0,11.28,P2P,Jewelry,Android,Yes,suspicious
1708.75,9,1054,2,1,0.49,BillPay,Fuel,iOS,Yes,fraud
900.11,6,4848,3,0,2.37,BillPay,Electronics,Android,Yes,suspicious
1358.52,13,3928,4,0,2.25,P2P,Fuel,Android,Yes,suspicious
1553.16,5,1257,2,0,7.65,BillPay,Travel,iOS,Yes,suspicious
586.86,7,3806,5,0,3.38,Merchant,Fuel,Android,Yes,suspicious
5497.94,21,4990,5,0,6.76,P2P,Travel,iOS,Yes,fraud
932.77,2,1751,4,0,2.59,P2P,Fuel,Android,No,suspicious
4791.17,18,4905,3,1,1.1,Merchant,Groceries,Android,No,fraud
1600.62,12,3288,2,0,3.17,P2P,Electronics,iOS,Yes,suspicious
2063.7,6,2161,2,1,0.15,BillPay,Jewelry,Android,No,fraud
2780.45,16,2091,4,1,3.44,P2P,Jewelry,Android,No,fraud
2627.09,0,2277,3,0,1.3,P2P,Electronics,iOS,No,fraud
1582.51,9,435,4,0,2.22,P2P,Groceries,Android,No,suspicious
2568.88,12,677,1,0,10.66,P2P,Jewelry,Android,No,suspicious
763.75,7,2022,2,1,4.96,P2P,Groceries,iOS,Yes,fraud
1003.4,11,3388,2,1,3.66,P2P,Groceries,Android,Yes,fraud
10687.13,20,3441,4,1,1.79,P2P,Electronics,Android,No,fraud
3865.45,22,406,8,1,4.62,BillPay,Travel,Android,No,fraud
493.8,8,2399,1,1,5.4,Merchant,Electronics,iOS,Yes,fraud
755.82,4,12,1,0,3.96,P2P,Electronics,Android,No,fraud
2060.31,10,1858,2,2,1.45,Merchant,Groceries,Android,No,fraud
5058.61,12,3199,3,2,7.8,P2P,Fuel,Android,No,fraud
6286.91,20,2951,4,0,10.45,P2P,Travel,iOS,Yes,suspicious
5984.9,7,996,2,0,0.56,P2P,Travel,iOS,No,suspicious
1393.59,11,4205,4,0,1.29,P2P,Fuel,Android,No,suspicious
4473.49,21,4351,2,0,4.73,P2P,Electronics,Android,Yes,fraud
1511.13,10,3888,4,0,3.63,P2P,Travel,Android,No,suspicious
356.97,21,1095,5,0,3.56,P2P,Travel,Android,No,suspicious
728.26,9,276,2,1,6.76,Merchant,Fuel,Android,Yes,fraud
1310.43,21,3346,2,0,0.59,P2P,Groceries,iOS,No,suspicious
1293.9,14,2288,8,1,6.34,P2P,Jewelry,Android,No,fraud
1821.05,17,36,5,0,14.89,Merchant,Fuel,Android,Yes,fraud
9571.18,16,2835,3,0,3.73,BillPay,Electronics,Android,No,suspicious
393.88,21,1541,4,0,10.88,P2P,Travel,iOS,No,suspicious
400.5,20,2875,5,0,12.37,BillPay,Travel,Android,No,suspicious
2417.2,20,1288,2,0,4.14,P2P,Fuel,Android,No,suspicious
4933.09,14,3213,5,1,0.84,P2P,Jewelry,Android,No,fraud
1637.96,11,2142,3,2,4.88,P2P,Travel,Android,Yes,fraud
1237.06,4,914,1,1,4.9,Merchant,Electronics,Android,Yes,fraud
5443.89,0,1758,4,0,7.37,Merchant,Electronics,Android,Yes,fraud
2934.85,23,2510,3,1,6.87,P2P,Travel,Android,No,fraud
4544.33,21,2261,2,0,3.32,P2P,Electronics,Android,Yes,fraud
928.24,13,1352,2,1,0.96,Merchant,Fuel,iOS,No,suspicious
357.85,4,2420,6,0,7.97,P2P,Electronics,Android,Yes,fraud
430.69,3,3096,2,2,3.09,P2P,Fuel,Android,No,fraud
2039.67,15,178,8,0,0.31,P2P,Fuel,iOS,No,suspicious
3744.56,19,2816,4,1,3.42,BillPay,Jewelry,Android,No,fraud
10094.76,0,1449,4,0,4.38,P2P,Travel,iOS,No,suspicious
854.6,13,2005,5,1,1.2,P2P,Travel,Android,No,fraud
1186.32,10,2365,1,2,10.07,P2P,Fuel,Android,No,fraud
2710.77,14,4011,4,0,0.06,P2P,Travel,Android,No,suspicious
2066.99,3,1410,2,1,8.58,BillPay,Fuel,Unknown,No,fraud
6140.76,12,2163,4,0,8.58,P2P,Jewelry,Android,Yes,fraud
3017.95,23,1607,5,0,1.39,BillPay,Fuel,Android,No,suspicious
1021.15,10,3233,3,1,4.24,P2P,Electronics,Android,No,fraud
3587.98,2,3286,2,0,3.19,Merchant,Fuel,iOS,No,suspicious
2056.98,0,3201,0,0,12.15,P2P,Fuel,iOS,Yes,suspicious
4666.68,6,2535,1,0,2.26,Merchant,Groceries,Android,Yes,suspicious
554.99,5,2941,4,1,1.87,BillPay,Fuel,iOS,Yes,fraud
1638.15,23,194,3,0,16.87,Merchant,Jewelry,Android,No,suspicious
11229.35,5,1815,1,0,0.91,Merchant,Travel,Android,No,suspicious
4570.96,8,2868,3,0,0.79,Merchant,Fuel,iOS,No,suspicious
1045.37,10,3423,5,0,5.55,P2P,Fuel,iOS,No,suspicious
440.44,3,1,2,0,17.21,Merchant,Groceries,Android,Yes,fraud
272.3,18,1345,3,1,3.48,P2P,Fuel,Android,Yes,fraud
2863.47,5,1420,4,1,14.55,P2P,Fuel,iOS,Yes,fraud
1751.75,0,91,2,1,7.01,P2P,Travel,iOS,Yes,fraud
615.08,7,518,3,1,8.37,Merchant,Electronics,Android,No,fraud
1416.07,18,15,4,0,4.14,P2P,Jewelry,Android,No,fraud
3804.12,1,3541,2,0,12.94,P2P,Jewelry,iOS,No,fraud
785.11,19,1262,1,0,0.53,Merchant,Electronics,Android,No,suspicious
2132.74,12,617,6,0,3.67,P2P,Fuel,Android,Yes,suspicious
1283.59,10,496,2,0,0.48,P2P,Travel,Android,Yes,suspicious
2544.43,13,4029,1,0,2.84,Merchant,Jewelry,iOS,No,suspicious
1460.32,7,1093,1,0,0.5,Merchant,Fuel,Android,No,safe
21164.58,23,66,3,2,0.12,P2P,Electronics,Android,No,fraud
5019.22,13,1057,3,0,1.21,P2P,Fuel,Android,Yes,suspicious
1544.74,2,4258,5,0,6.87,P2P,Electronics,Android,No,fraud
1412.25,18,4276,4,0,0.23,BillPay,Jewelry,Android,Yes,fraud
6761.74,16,3440,5,0,1.86,P2P,Electronics,Android,Yes,fraud
55773.56,6,4806,4,0,2.67,BillPay,Fuel,iOS,No,suspicious
2060.52,0,4381,2,0,0.06,Merchant,Groceries,iOS,No,suspicious
3222.68,16,445,1,1,5.54,P2P,Fuel,Android,No,suspicious
843.35,3,3201,3,0,1.29,P2P,Electronics,Android,Yes,fraud
1807.73,22,1067,2,0,2.05,P2P,Electronics,Android,No,suspicious
781.04,23,4828,2,0,2.51,P2P,Fuel,Android,Yes,suspicious
250.88,4,1920,6,0,0.7,P2P,Travel,iOS,No,suspicious
1103.75,23,3373,1,0,1.66,P2P,Fuel,Android,No,safe
663.38,8,4578,2,1,3.24,P2P,Electronics,iOS,No,fraud
3617.32,11,3724,2,0,1.28,Merchant,Electronics,Android,No,suspicious
2376.42,3,497,1,1,5.87,P2P,Groceries,iOS,No,fraud
2835.72,11,2010,2,0,3.57,P2P,Fuel,Android,No,suspicious
1173.96,15,4809,5,1,0.12,P2P,Electronics,Android,No,fraud
6827.82,2,4539,2,0,0.65,P2P,Fuel,Android,No,suspicious
2438.71,2,3385,6,0,1.7,Merchant,Fuel,Unknown,No,fraud
600.87,10,4222,1,0,15.27,P2P,Travel,iOS,No,safe
497.05,21,3268,3,0,5.52,P2P,Fuel,Android,No,safe
1856.25,13,2364,2,1,9.27,P2P,Groceries,Android,No,suspicious
6022.62,11,604,3,1,0.15,P2P,Jewelry,Android,No,fraud
2318.31,16,923,2,1,4.62,P2P,Jewelry,Android,Yes,fraud
3162.3,16,3254,1,0,8.56,P2P,Groceries,Android,No,suspicious
215.77,22,4863,2,0,4.28,P2P,Fuel,Android,Yes,suspicious
1320.72,9,175,3,0,2.03,P2P,Fuel,Android,No,suspicious
1968.37,15,2975,2,0,2.16,P2P,Electronics,iOS,No,suspicious
5164.11,4,1513,0,0,2.23,P2P,Groceries,Android,No,suspicious
533.18,1,3686,2,1,10.84,Merchant,Travel,Android,Yes,fraud
1875.44,0,4439,4,1,2.95,P2P,Jewelry,Unknown,No,fraud
4098.82,19,3936,3,1,4.08,P2P,Groceries,Android,No,fraud
2494.34,15,3561,3,0,0.3,Merchant,Jewelry,Android,Yes,fraud
5396.94,15,2622,6,0,8.55,Merchant,Groceries,Android,No,suspicious
489.79,2,4990,3,0,7.0,P2P,Groceries,Android,No,suspicious
251.39,0,159,3,2,2.73,Merchant,Jewelry,Android,No,fraud
1771.5,22,4340,4,0,1.91,Merchant,Travel,Android,Yes,suspicious
300.98,9,1865,5,0,0.15,Merchant,Fuel,Android,No,suspicious
32378.79,11,4629,4,0,9.26,Merchant,Groceries,Android,No,suspicious
738.25,19,1591,0,0,10.54,P2P,Electronics,Android,No,suspicious
2918.8,11,1008,4,2,1.76,Merchant,Electronics,Android,No,fraud
378.28,15,4488,5,0,4.48,P2P,Jewelry,Android,No,suspicious
4337.79,23,4585,1,0,2.51,Merchant,Fuel,Android,Yes,suspicious
603.52,21,1348,3,0,2.0,P2P,Fuel,Android,No,safe
2656.42,9,1761,1,1,2.89,Merchant,Groceries,Android,Yes,fraud
1046.88,17,3255,6,1,3.53,P2P,Fuel,Android,No,fraud
1042.95,23,705,4,1,2.95,P2P,Travel,Android,No,suspicious
3166.38,13,3226,3,1,3.18,P2P,Travel,Android,Yes,fraud
22063.57,23,2194,2,0,2.23,P2P,Jewelry,Android,Yes,fraud
6580.86,5,1081,2,0,1.19,Merchant,Groceries,Android,Yes,suspicious
630.6,13,4720,1,1,2.71,P2P,Travel,Android,Yes,suspicious
1111.06,13,1472,6,0,6.56,Merchant,Travel,Android,Yes,suspicious
2806.7,19,35,4,2,0.68,Merchant,Fuel,Android,No,fraud
2594.82,18,2154,3,0,1.52,P2P,Jewelry,Android,No,suspicious
1121.02,7,4992,5,0,1.0,P2P,Fuel,Android,No,suspicious
178.11,15,2142,2,0,4.05,Merchant,Jewelry,iOS,No,suspicious
1691.62,11,1344,1,0,2.16,P2P,Groceries,Android,No,safe
938.66,0,2769,6,0,6.21,P2P,Jewelry,iOS,No,fraud
1853.35,2,4867,3,0,2.37,P2P,Fuel,iOS,Yes,suspicious
425.87,15,2482,1,0,5.21,Merchant,Groceries,Android,No,safe
5638.87,18,3436,3,0,5.93,P2P,Jewelry,Android,Yes,fraud
8202.72,4,4298,2,1,0.68,Merchant,Electronics,iOS,No,fraud
1331.61,15,3488,3,0,0.85,BillPay,Groceries,Android,No,suspicious
1012.36,2,4766,1,0,1.94,P2P,Travel,Android,No,suspicious
4411.82,3,4196,5,0,14.11,P2P,Travel,iOS,No,suspicious
1215.02,16,1024,1,2,1.27,BillPay,Fuel,Android,No,fraud
4794.48,23,2897,4,0,4.57,BillPay,Fuel,Android,No,suspicious
1874.05,22,544,0,1,0.52,P2P,Fuel,Android,No,suspicious
282.75,6,2677,4,1,3.19,Merchant,Groceries,iOS,No,suspicious
1588.0,18,1715,4,3,5.03,BillPay,Fuel,Android,No,fraud
657.46,19,4170,5,1,3.93,P2P,Jewelry,Android,Yes,fraud
9366.19,16,824,2,0,5.37,P2P,Jewelry,Android,No,suspicious
5893.73,15,3196,0,0,7.07,BillPay,Fuel,Android,No,suspicious
668.74,0,4992,3,0,4.41,P2P,Electronics,Android,No,suspicious
7959.46,10,576,3,0,14.57,Merchant,Jewelry,iOS,Yes,fraud
355.79,1,4740,3,0,0.58,Merchant,Travel,Android,No,suspicious
342.74,8,4626,5,0,5.89,Merchant,Travel,Android,No,suspicious
762.58,0,2902,3,0,0.66,Merchant,Jewelry,Android,No,suspicious
651.03,21,3865,1,1,0.89,P2P,Travel,Android,No,suspicious
2751.5,19,2102,1,0,1.99,P2P,Travel,iOS,No,suspicious
732.81,12,2509,4,0,4.03,P2P,Jewelry,Android,No,suspicious
1547.24,11,3522,4,0,0.96,Merchant,Groceries,Android,No,suspicious
1583.36,14,4957,5,0,3.57,P2P,Fuel,Android,Yes,suspicious
4252.53,10,1033,4,1,3.83,P2P,Jewelry,Android,No,fraud
482.58,9,2566,2,1,5.96,Merchant,Travel,Android,No,suspicious
8812.51,13,4702,5,0,0.41,Merchant,Fuel,Android,Yes,fraud
2894.33,10,3589,3,0,7.36,Merchant,Electronics,Android,No,suspicious
1417.06,11,2087,4,0,1.96,P2P,Fuel,Android,No,suspicious
665.95,22,4931,4,0,9.96,Merchant,Groceries,Unknown,Yes,fraud
1637.22,0,839,4,0,2.6,P2P,Fuel,iOS,No,suspicious
4243.64,22,4919,3,2,5.68,Merchant,Fuel,Android,No,fraud
2829.17,11,354,2,2,5.97,Merchant,Travel,Android,No,fraud
5637.41,0,3329,2,1,3.07,P2P,Groceries,iOS,Yes,fraud
340.99,14,4474,4,1,4.82,BillPay,Electronics,iOS,No,fraud
327.84,20,293,5,0,2.82,BillPay,Electronics,iOS,Yes,suspicious
8791.08,15,3025,3,1,5.01,P2P,Fuel,iOS,No,fraud
624.7,15,1509,3,1,5.84,P2P,Electronics,Android,Yes,fraud
19211.07,9,3320,3,0,2.22,BillPay,Groceries,Android,No,suspicious
701.45,8,4823,3,0,1.79,P2P,Groceries,Android,Yes,suspicious
4382.61,19,1892,3,0,2.82,Merchant,Electronics,iOS,Yes,fraud
2852.14,20,3613,4,0,9.62,P2P,Fuel,Android,Yes,suspicious
1114.12,23,3407,6,0,6.26,P2P,Electronics,Android,Yes,fraud
797.03,5,52,3,1,4.71,P2P,Fuel,iOS,No,fraud
658.93,14,1421,3,0,4.27,Merchant,Groceries,Android,No,suspicious
1134.93,19,1374,2,0,6.73,Merchant,Jewelry,iOS,Yes,suspicious
908.92,19,4254,5,2,6.01,BillPay,Groceries,iOS,No,fraud
3984.06,16,389,2,1,1.53,P2P,Jewelry,Android,Yes,fraud
2498.66,15,4019,1,1,1.41,P2P,Fuel,Android,No,suspicious
13936.55,10,2294,1,0,2.58,Merchant,Fuel,Android,No,suspicious
1174.47,2,693,3,1,6.67,P2P,Fuel,iOS,Yes,fraud
5503.72,9,223,4,1,0.6,P2P,Groceries,iOS,No,fraud
2641.24,3,918,3,2,1.87,P2P,Fuel,Android,No,fraud
4162.25,17,2141,3,1,11.2,P2P,Travel,Android,No,fraud
2293.78,11,1285,3,0,5.84,P2P,Fuel,Android,No,suspicious
511.94,1,4400,2,0,1.5,P2P,Fuel,Android,No,suspicious
1970.1,10,1663,2,0,2.19,BillPay,Travel,Android,No,suspicious
1321.55,0,2310,1,0,1.88,BillPay,Travel,Android,No,suspicious
252.83,3,3562,4,0,3.58,P2P,Electronics,iOS,No,suspicious
1994.37,2,1056,5,1,0.64,P2P,Jewelry,Android,No,fraud
5252.03,11,1592,0,0,1.21,P2P,Groceries,iOS,No,safe
1294.0,11,2924,3,0,9.38,Merchant,Fuel,Android,No,suspicious
675.03,16,1066,5,0,0.08,P2P,Travel,Android,No,suspicious
1764.63,13,4107,3,0,11.81,P2P,Groceries,Android,No,suspicious
1073.46,20,3783,2,0,2.07,P2P,Travel,Android,No,safe
1854.83,16,3475,5,0,7.84,P2P,Electronics,iOS,No,suspicious
14354.27,5,661,4,0,0.16,P2P,Jewelry,Android,No,fraud
8983.75,21,4373,2,1,17.44,P2P,Groceries,Android,No,fraud
2275.86,6,7,5,0,14.4,P2P,Jewelry,Android,No,fraud
1971.24,21,2220,4,0,0.18,P2P,Electronics,Android,Yes,fraud
4550.79,10,3062,4,0,8.72,P2P,Groceries,Unknown,Yes,fraud
1672.96,11,1595,5,0,1.0,Merchant,Fuel,Android,Yes,suspicious
1209.43,1,3599,5,0,2.7,P2P,Travel,Android,Yes,fraud
1458.33,13,4095,2,0,1.2,P2P,Jewelry,iOS,No,suspicious
557.86,22,872,4,2,6.94,P2P,Jewelry,Android,No,fraud
2642.18,10,3512,5,1,1.14,P2P,Fuel,Android,No,fraud
243.55,21,225,4,1,7.38,P2P,Travel,iOS,No,suspicious
8840.88,13,2960,5,0,6.22,P2P,Electronics,Unknown,No,fraud
559.09,23,1531,2,1,4.57,Merchant,Jewelry,Android,Yes,fraud
899.94,5,3535,1,1,15.0,BillPay,Fuel,Android,No,suspicious
2468.48,4,3596,0,0,9.76,Merchant,Jewelry,Android,No,suspicious
365.97,20,4233,3,0,1.52,P2P,Fuel,Android,No,safe
550.92,10,838,1,2,6.17,Merchant,Groceries,Unknown,Yes,fraud
1721.92,7,3611,3,0,11.02,Merchant,Fuel,iOS,No,suspicious
886.06,1,1828,4,0,2.19,Merchant,Electronics,Android,Yes,fraud
3715.78,13,4439,1,0,7.26,P2P,Fuel,Android,No,suspicious
1308.36,23,2807,3,0,13.25,Merchant,Electronics,iOS,No,suspicious
1563.8,1,991,2,2,3.3,P2P,Travel,Android,Yes,fraud
912.58,5,2654,3,3,7.66,P2P,Fuel,Android,Yes,fraud
1168.07,8,3942,2,1,0.61,P2P,Groceries,Unknown,Yes,fraud
2602.56,10,175,4,0,4.68,Merchant,Jewelry,Android,Yes,fraud
2170.21,11,3642,3,0,0.08,Merchant,Travel,iOS,No,suspicious
756.86,21,240,1,1,0.12,P2P,Groceries,Android,Yes,suspicious
1570.88,14,1089,5,0,2.28,Merchant,Travel,iOS,No,suspicious
1754.09,15,70,1,0,10.82,P2P,Travel,Unknown,No,fraud
6966.16,12,3704,5,0,0.16,P2P,Electronics,Android,No,fraud
3941.9,1,3959,6,0,0.31,P2P,Travel,Android,Yes,fraud
930.49,5,2055,3,1,9.14,Merchant,Jewelry,Android,No,fraud
1212.34,16,3363,2,0,3.8,P2P,Travel,iOS,No,safe
9209.25,11,12,6,1,0.81,Merchant,Electronics,Android,No,fraud
1810.99,11,1019,2,0,8.98,Merchant,Travel,Android,No,suspicious
1096.74,3,4119,5,0,5.51,BillPay,Fuel,Android,No,suspicious
